RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
(1.517335;1.517985],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind non-float
(1.517985; Inf],(13.785; Inf],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],[-Inf;0.055],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517985; Inf],(13.785; Inf],[-Inf;2.695],(1.775; Inf],[-Inf; Inf],(0.745; Inf],[-Inf;7.005],(0.335; Inf],[-Inf; Inf],headlamps
(1.517985; Inf],(13.785; Inf],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind float
[-Inf;1.517335],(13.785; Inf],[-Inf;2.695],(1.775; Inf],[-Inf; Inf],[-Inf;0.055],(8.315;10.075],(0.335; Inf],[-Inf; Inf],headlamps
(1.517985; Inf],(13.785; Inf],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517985; Inf],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517985; Inf],[-Inf;13.785],[-Inf;2.695],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(10.075; Inf],[-Inf;0.335],[-Inf; Inf],containers
(1.517985; Inf],(13.785; Inf],[-Inf;2.695],[-Inf;1.39],[-Inf; Inf],[-Inf;0.055],(10.075; Inf],[-Inf;0.335],[-Inf; Inf],tableware
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.655;0.745],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
(1.517335;1.517985],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],vehic wind float
(1.517985; Inf],(13.785; Inf],[-Inf;2.695],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(10.075; Inf],[-Inf;0.335],[-Inf; Inf],build wind non-float
(1.517335;1.517985],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
[-Inf;1.517335],(13.785; Inf],[-Inf;2.695],(1.775; Inf],[-Inf; Inf],[-Inf;0.055],(8.315;10.075],(0.335; Inf],[-Inf; Inf],headlamps
(1.517335;1.517985],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517985; Inf],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517985; Inf],[-Inf;13.785],[-Inf;2.695],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(10.075; Inf],[-Inf;0.335],[-Inf; Inf],containers
(1.517985; Inf],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517335;1.517985],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517985; Inf],(13.785; Inf],[-Inf;2.695],(1.39;1.775],[-Inf; Inf],[-Inf;0.055],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],tableware
[-Inf;1.517335],(13.785; Inf],[-Inf;2.695],(1.775; Inf],[-Inf; Inf],[-Inf;0.055],(8.315;10.075],(0.335; Inf],[-Inf; Inf],headlamps
(1.517985; Inf],(13.785; Inf],[-Inf;2.695],(1.775; Inf],[-Inf; Inf],[-Inf;0.055],(10.075; Inf],[-Inf;0.335],[-Inf; Inf],tableware
(1.517985; Inf],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.655;0.745],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.775; Inf],[-Inf; Inf],(0.055;0.655],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.655;0.745],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
(1.517985; Inf],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517335;1.517985],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],vehic wind float
(1.517335;1.517985],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517985; Inf],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
[-Inf;1.517335],(13.785; Inf],[-Inf;2.695],(1.775; Inf],[-Inf; Inf],[-Inf;0.055],(8.315;10.075],(0.335; Inf],[-Inf; Inf],headlamps
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.055;0.655],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind float
(1.517335;1.517985],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],vehic wind float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.775; Inf],[-Inf; Inf],(0.655;0.745],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],(13.785; Inf],(2.695; Inf],[-Inf;1.39],[-Inf; Inf],(0.055;0.655],(7.005;8.315],[-Inf;0.335],[-Inf; Inf],build wind non-float
[-Inf;1.517335],[-Inf;13.785],(2.695; Inf],(1.39;1.775],[-Inf; Inf],(0.655;0.745],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],build wind non-float
(1.517985; Inf],(13.785; Inf],[-Inf;2.695],(1.39;1.775],[-Inf; Inf],[-Inf;0.055],(8.315;10.075],[-Inf;0.335],[-Inf; Inf],tableware
